fractional.publish,fractional.site,fractional.obs_time,fractional.longitude,fractional.latitude,fractional.persist,fractional.crust,fractional.dist,fractional.rock,fractional.green,fractional.dead,fractional.litter,fractional.crypto,fractional.mid_g,fractional.mid_d,fractional.mid_b,fractional.crn,fractional.over_g,fractional.over_d,fractional.over_b,fractional.num_points,fractional.unoccluded,fractional.obs_key,fractional_chips.obs_key,fractional_chips.filename,fractional_chips.timelag,fractional_chips.b1_sf_mn,fractional_chips.b2_sf_mn,fractional_chips.b3_sf_mn,fractional_chips.b4_sf_mn,fractional_chips.b5_sf_mn,fractional_chips.b6_sf_mn,fractional_chips.b1_sf_sd,fractional_chips.b2_sf_sd,fractional_chips.b3_sf_sd,fractional_chips.b4_sf_sd,fractional_chips.b5_sf_sd,fractional_chips.b6_sf_sd,fractional_chips.b1_fc_mn,fractional_chips.b2_fc_mn,fractional_chips.b3_fc_mn,fractional_chips.b4_fc_mn,fractional_chips.b1_fc_sd,fractional_chips.b2_fc_sd,fractional_chips.b3_fc_sd,fractional_chips.b4_fc_sd,fractional_chips.count
y,aln13,28/04/2015,133.41213,-22.98182,0.333,77.3,0,0,18.7,0.3,3.7,0,0.3,0,0,0,0,0,0,300,300,13341212_02298182_20150428_000000,13341212_02298182_20150428_000000,l8olre_p102r076_20150429_dbgm3.img,1,463.2222222,871.1111111,1856.444444,2817.444444,3474.888889,3221.777778,3.880944266,9.362388637,38.80180726,44.74647376,93.18851198,107.674177,157,119.7777778,122,108,1.154700538,0.41573971,1.154700538,108,9
y,urg 18,6/05/2013,134.229059,-17.6552021,0,4,0,0,40.3,11,44.3,0.3,0,0,0,0,0,0,0,300,300,13422905_01765520_20130506_000000,13422905_01765520_20130506_000000,l7tmre_p103r072_20130508_dbgm3.img,2,775,973.2222222,1216.444444,1710.888889,2969.555556,2127.222222,24.06472753,20.22527449,23.5660354,23.87208711,60.71447038,60.79433047,109.6666667,103.8888889,185.4444444,111,3.299831646,1.099943882,2.871743996,111,9
y,wgi05a,4/09/2017,130.82652,-14.88776,8.582,0.7,0,3.3,1.3,51,43.7,0,0,0,0,21.3,7.7,2.7,10.7,300,300,13082652_01488776_20170904_000000,13082652_01488776_20170904_000000,l8olre_p106r070_20170905_dbgm2.img,1,786.7777778,1121.222222,1692.666667,3130.555556,3576.111111,2216.111111,31.04039582,53.91923544,74.89251557,195.5903378,109.1435797,92.83371567,112.2222222,119.4444444,166.8888889,108.2222222,2.698879511,1.640535896,4.175176495,108.2222222,9
y,mnc15a,22/08/2017,137.97498,-21.96039,0.667,26,0,3,0,46,12.3,12.7,0,0,0,1.3,0.7,0.3,0,300,300,13797498_02196039_20170822_000000,13797498_02196039_20170822_000000,l8olre_p100r075_20170826_dbgm3.img,4,864.3333333,1466.222222,2300.777778,3061.444444,4368.444444,3565.555556,23.21398046,26.95996117,51.97815306,56.46456334,99.49105053,91.80185318,156.6666667,101.3333333,140.7777778,106,2.160246899,0.666666667,2.096440252,106,9
y,orc23a,14/06/2018,133.62023,-24.41726,0.667,61.7,0,34,0,3,1.3,0,0,0,0,0.7,0.7,0,0,300,300,13362022_02441721_20180614_000000,13362022_02441721_20180614_000000,l7tmre_p102r077_20180616_dbgm3.img,2,647.8888889,1308.333333,2605.555556,3208.666667,4345.555556,4094.555556,45.64949664,45.76752852,95.24134386,93.39997621,230.4107979,218.9094745,185.2222222,107.8888889,105.5555556,106,2.615244955,1.19670329,2.216659705,0,9
y,bds22a,19/05/2016,133.7488788,-23.47236748,2.768,31,0,0,2.7,42,18,6.3,0,0,0,11.3,2.7,3.7,3.7,300,300,13374887_02347236_20160519_000000,13374887_02347236_20160519_000000,l8olre_p102r076_20160517_dbgm3.img,2,434.7777778,787,1576.333333,2257,3281.444444,2820,20.84747668,43.95199401,146.1118293,140.4991103,209.6500317,212.8259592,150.1111111,110.3333333,137.7777778,109.3333333,4.201704534,0.942809042,3.909469352,109.3333333,9
y,hls05a,12/10/2013,133.9862356,-18.14046831,0,39.7,0,2.7,0,41.7,16,0,0,0,0,0,0,0,0,300,300,13398623_01814046_20131012_000000,13398623_01814046_20131012_000000,l7tmre_p103r072_20131015_dbgm3.img,3,999.2222222,1357.777778,1748.111111,2463.666667,3493.888889,2769.888889,23.72423879,17.04098183,36.70133042,13.72750685,25.37034334,34.34933104,136.3333333,108.1111111,154.1111111,107.7777778,1.943650632,1.369869778,1.911627837,107.7777778,9
y,wgi06a,5/09/2017,131.0838,-14.83662,47.703,2,0,0,0.3,64,33.7,0,0,0,0,53.7,45,2,5.7,300,300,13108380_01483662_20170905_000000,13108380_01483662_20170905_000000,l7tmre_p105r070_20170906_dbgm2.img,1,491.1111111,739.3333333,1060.888889,2242.888889,2747.111111,1665.666667,33.40141196,52.77415192,84.01513679,192.6911429,99.8236717,79.62411695,107,129.6666667,162,112.1111111,2.108185107,2.054804668,2.160246899,112.1111111,9
y,bsp19a,1/05/2014,133.9564271,-22.92611565,1.342,52,0,4,26,10.3,7.7,0,0,0,0,2,1.3,0,0.7,300,300,13395642_02292611_20140501_000000,13395642_02292611_20140501_000000,l7tmre_p102r076_20140504_dbgm3.img,3,441.6666667,945.6666667,1766.666667,2809.222222,3684.777778,3111.111111,22.10580618,31.25522179,67.39601043,47.76744074,82.20270039,162.922234,144,118.5555556,136.1111111,108.1111111,4.853406593,2.266230895,2.884612219,108.1111111,9
y,nrr01,1/06/2013,134.7387585,-14.75668601,23.964,45.7,0,0.3,3.1,22.2,28.7,0,2.3,0,0,33.7,21.3,0,4,300,293,13473875_01475668_20130601_000000,13473875_01475668_20130601_000000,l8olre_p103r070_20130601_dbgm3.img,0,518.5555556,832,1065.888889,2392.222222,2628.666667,1843.111111,59.37472547,70.93032575,68.71591186,66.71960861,72.99923896,99.09529022,119.2222222,133.8888889,145.4444444,111.2222222,4.13058451,1.728483243,3.022549002,111.2222222,9
y,ldv11,24/07/2013,132.3110085,-25.39976281,0,36.2,0,0,33.4,2,28.3,0,0,1.7,0,9.3,0,9.3,0,300,293,13231100_02539976_20130724_000000,13231100_02539976_20130724_000000,l7tmre_p103r078_20130727_dbgm2.img,3,289.1111111,621.7777778,1289.666667,2405.444444,2763.444444,2357.666667,41.1432307,47.25528254,124.6336855,150.2147434,224.2449609,251.8288661,128.8888889,129.5555556,140,111.2222222,3.813556067,1.949992086,2.40370085,111.2222222,9
y,mgp17a,15/05/2018,131.85203,-25.73304,1.689,33.7,0,0,2.7,47.3,16.3,0,0,0,0,4.3,1.7,0,1.3,300,300,13185198_02573297_20180515_000000,13185198_02573297_20180515_000000,l8olre_p103r078_20180514_dbgm2.img,1,418.6666667,699.7777778,1396.888889,1934.444444,2853.888889,2356.111111,14.46067464,14.40507455,25.13715464,36.51213226,40.43772838,42.12532742,108.1111111,139,111,,1.19670329,1.632993162,0,,9
y,wlh 06,19/05/2013,135.4233338,-17.79524372,0,4.3,0,0,15,51,29.7,0,0,0,0,0,0,0,0,300,300,13542333_01779524_20130519_000000,13542333_01779524_20130519_000000,l8olre_p102r072_20130525_dbgm3.img,6,702.3333333,949.5555556,1320,2089,3043.666667,2189.888889,11.16542282,11.64389312,34.54144049,67.2044972,28.2921269,61.47708597,120.4444444,110.7777778,167.3333333,110,1.892154041,0.628539361,1.632993162,110,9
y,mrj10a,5/06/2016,132.6825,-16.9978,14.773,19,0,0,21.3,27.7,30,2,0,0,0,27,13,2,12,300,300,13268250_01699780_20160605_000000,13268250_01699780_20160605_000000,l7tmre_p104r072_20160608_dbgm3.img,3,509.4444444,790.4444444,1092.222222,2314.888889,2321.111111,1513.777778,31.53520471,41.36856324,90.63207401,138.0711929,104.91631,165.8820048,118,129.4444444,151.3333333,112.2222222,6.699917081,2.753224821,6.599663291,112.2222222,9
y,vrd-36,2/08/2012,131.2336811,-16.0877726,0,19.3,8,2,0,37.3,23.3,10,0,0,0,0,0,0,0,300,300,13123368_01608779_20120802_000000,13123368_01608779_20120802_000000,l7tmre_p105r071_20120807_dbgm2.img,5,909.1111111,1309.888889,1840.777778,2622.555556,3725.666667,2837.111111,31.96680377,24.65064545,56.49341708,53.84155997,39.29659301,76.09853911,132.6666667,107.6666667,158.2222222,107.4444444,4.163331999,1.885618083,3.644715437,107.4444444,9
y,dlm20a,20/09/2017,131.59612,-15.81455,0.338,1,0,2.3,0,47.3,49.3,0,0,0,0,1.7,0.3,0,1.3,300,300,13159612_01581455_20170920_000000,13159612_01581455_20170920_000000,l8olre_p105r071_20170914_dbgm2.img,6,921.3333333,1240.111111,1725.666667,2861,3054.444444,1812.666667,37.42548152,60.06190222,86.3815824,69.3092907,101.3257794,69.41821727,101.7777778,110.4444444,186.7777778,108.6666667,1.547598697,1.571348403,2.439388711,108.6666667,9
y,ldv06,26/07/2013,132.4719149,-25.58030031,20.109,38.7,0,0,16.9,4.9,39.5,0,10.3,0.3,0,17.3,11,1.3,4.3,300,266,13247191_02558030_20130726_000000,13247191_02558030_20130726_000000,l7tmre_p103r078_20130727_dbgm2.img,1,308.2222222,578.5555556,1066.333333,1872,2329,1919.222222,26.66574072,22.85758377,69.72166888,67.96894716,120.9444317,93.0110839,136.5555556,123.1111111,138.7777778,113.3333333,2.06080411,1.2862041,1.98761598,113.3333333,9
y,orc5,15/08/2013,133.432726,-24.38295328,0.333,36.1,0,23.7,13,9.7,5.7,11.7,0.3,0,0,0,0,0,0,300,299,13343272_02438295_20130815_000000,13343272_02438295_20130815_000000,l8olre_p102r077_20130813_dbgm3.img,2,552.2222222,958.4444444,1736.888889,2504.666667,3434.888889,2990,25.61587085,34.90976021,54.83803312,88.21564487,100.479345,71.18364356,153.5555556,109.7777778,134.8888889,108.2222222,2.586765939,2.393406581,2.557969874,108.2222222,9
y,aln19a,1/05/2015,133.43358,-22.69009,1.33,58.6,0,0,7.5,21.7,12.2,0,1,0.7,0,0.3,0.3,0,0,300,295,13343358_02269009_20150501_000000,13343358_02269009_20150501_000000,l8olre_p102r076_20150429_dbgm3.img,2,546.8888889,915.7777778,1578.444444,2624.333333,3815,3180.777778,16.01696631,27.9673531,71.38021997,64.73707507,108.1254416,129.17583,138,115.8888889,144.5555556,108.1111111,3.399346342,1.369869778,2.543449587,108.1111111,9
y,arnh_03,3/07/2009,133.9145209,-12.63696502,21.942,12,0,39.7,5.7,22,20.7,0,0,0,0,32.7,20.3,2,7.3,300,300,13391452_01263696_20090703_000000,13391452_01263696_20090703_000000,l5tmre_p104r069_20090629_dbgm3.img,4,418.1111111,672.7777778,753.4444444,1920.111111,2513.333333,1703.555556,102.7677473,162.9047287,213.3682842,71.43830974,553.7572673,546.653681,105.1111111,140.5555556,152.6666667,114.1111111,3.842581437,14.56106766,11.41149518,114.1111111,9
y,nhv02,10/09/2013,131.01,-22.736,0,33,0,0,17.2,0.7,49.2,0,0,0,0,0,0,0,0,300,297,13101000_02273600_20130910_000000,13101000_02273600_20130910_000000,l8olre_p104r076_20130912_dbgm2.img,2,519.6666667,866.1111111,1681,2624.222222,3512.111111,3104.888889,12.39175353,19.91339273,54.1807674,64.02565072,97.82347417,106.2099017,148.1111111,116.3333333,134,108.3333333,2.024540795,0.471404521,1.490711985,108.3333333,9
y,hby21a,1/08/2018,133.05404,-24.59305,1.342,59.7,0,0,2.7,10.3,27.3,0,0,0,0,2.3,1.3,0.3,0.7,300,300,13305404_02459305_20180801_000000,13305404_02459305_20180801_000000,l8olre_p103r077_20180802_dbgm3.img,1,852.5555556,1298.888889,2572.777778,3565.888889,5244.888889,4402.666667,15.48555679,62.32610376,172.0495909,205.5785573,262.7966871,270.2702351,109.8888889,113.7777778,105.5555556,,1.662958839,9.554263479,0.496903995,,9
y,lit04,31/03/2011,130.776969,-13.16973195,24.233,23,0,0,18,28.7,30.3,0,13,0,0,21.3,13,0.7,2.7,300,261,13077696_01316973_20110331_000000,13077696_01316973_20110331_000000,l7tmre_p106r069_20110422_dbgm2.img,22,524.5555556,708.4444444,899.2222222,1963.444444,2210.444444,1177.777778,24.30871408,19.45428323,25.40243986,48.54805434,49.8689641,46.34598815,100.5555556,130,168.8888889,114.1111111,1.257078722,2.108185107,2.514157444,0.314269681,9
y,lkn42a,15/05/2017,137.49977,-21.42139,0,15.3,0,4.3,0,44,36.3,0,0,0,0,0,0,0,0,300,300,13749977_02142139_20170515_000000,13749977_02142139_20170515_000000,l8olre_p100r075_20170522_dbgm3.img,7,869.5555556,1382.444444,2188.444444,2935.888889,3760.666667,2715.888889,9.604525682,19.50561806,43.82062201,63.90695397,80.65564663,68.77086664,134.2222222,101.5555556,162.7777778,107,2.346523565,0.496903995,2.346523565,107,9
y,barkly 03,26/10/2011,135.2883748,-18.02450995,0,10.3,2,5.3,3,47,32.3,0,0,0,0,0,0,0,0,300,300,13528837_01802450_20111026_000000,13528837_01802450_20111026_000000,l7tmre_p102r072_20111019_dbgm3.img,7,795.1111111,1083.777778,1478.222222,2187.888889,2896.222222,1883.555556,12.11467837,26.92284358,22.64596004,23.2208931,110.1511868,86.20790259,110.3333333,108.1111111,180.4444444,110,3.231786572,1.099943882,2.871743996,110,9
y,ard34a,1/06/2017,135.82828,-19.09447,0,4,0,0,4,75,17,0,0,0,0,0,0,0,0,300,300,13582828_01909447_20170601_000000,13582828_01909447_20170601_000000,l7tmre_p102r073_20170528_dbgm3.img,4,755.8888889,1173.444444,1715.666667,2782.111111,3384.888889,1981,26.47617144,23.08492106,42.67187468,74.07270369,110.9949393,91.39170884,101.1111111,110.8888889,187.2222222,108.5555556,1.662958839,1.2862041,2.393406581,108.5555556,9
y,amb16,14/07/2015,132.9116167,-23.38782347,6.452,25.3,0,0,1,13,60.7,0,1,1.7,0.3,25.7,5.3,1,4,300,300,13291161_02338782_20150714_000000,13291161_02338782_20150714_000000,l7tmre_p103r076_20150717_dbgm3.img,3,330.5555556,568.2222222,966.4444444,1575.333333,2361.777778,1877.111111,30.30625572,26.02467964,39.50558642,67.99509786,87.68222647,99.89821981,135.1111111,115,148.4444444,113.6666667,3.754832277,1.414213562,3.918931575,113.6666667,9
y,ubr18a,30/05/2018,134.2554381,-25.81299069,10.247,55,0,0,1.3,7.7,32.3,3.7,0,0,0,30,9.7,1.7,5.7,300,300,13425500_02581300_20180530_000000,13425500_02581300_20180530_000000,l8olre_p101r078_20180516_dbgm3.img,14,447.1111111,760.4444444,1558.777778,2233.444444,3332.777778,2672.555556,14.51776264,35.42475942,115.5814074,110.9255117,187.6449234,164.1355206,109.5555556,143.4444444,109.4444444,,1.065740339,3.832930736,0.496903995,,9
y,apy13a,6/09/2017,135.89857,-22.27297,1.678,29.3,0,20.3,2,30.3,12,6,0,0,0,3,1.7,0.7,0.7,300,300,13589857_02227297_20170906_000000,13589857_02227297_20170906_000000,l7tmre_p101r075_20170910_dbgm3.img,4,516.5555556,954.2222222,1774.666667,2543.555556,3909.555556,3088.222222,16.44594588,37.71170693,81.88202896,95.32064148,138.1578092,117.1909911,140.4444444,109,149.1111111,108.1111111,2.216659705,1.247219129,2.024540795,108.1111111,9
y,leg-05,7/10/2012,129.2408384,-15.3857157,30.072,0,6.7,0,0.7,10.3,82.3,0,0,0,0,47,27.7,0,8,300,300,12924083_01538571_20121007_000000,12924083_01538571_20121007_000000,l7tmre_p106r071_20121017_dbgm2.img,10,525.8888889,742.3333333,1045.777778,2181.444444,2691.222222,1699.666667,16.38050633,13.11487705,18.25606613,55.75763248,54.05301467,40.37601048,109.5555556,129.4444444,159.7777778,112,1.770819717,1.770819717,2.096440252,112,9
y,arg21a,1/08/2017,136.9114,-21.55079,0.338,19.7,0,17.3,12.3,30.3,18.7,1.7,0,0,0,2,0.3,0.3,1.3,300,300,13691140_02155079_20170801_000000,13691140_02155079_20170801_000000,l8olre_p101r075_20170801_dbgm3.img,0,717.2222222,1193.444444,1992.111111,2836.777778,4047.888889,3009.333333,39.10606028,38.87047183,38.08308007,30.45133742,83.95163217,93.70639727,137.6666667,105.5555556,155.1111111,107,2.40370085,1.257078722,2.557969874,107,9
y,hby28a,3/08/2018,133.16934,-24.39251,5.085,57,0,0,0,0.3,41,1.7,0,0,0,35,5,2,1.7,300,300,13316939_02439241_20180803_000000,13316939_02439241_20180803_000000,l7tmre_p102r077_20180803_dbgm3.img,0,388.7777778,784.2222222,1389.333333,2144.333333,3112,2613.888889,27.57526177,39.50464889,63.98089993,107.8816224,97.47592295,97.26189667,138,114.1111111,146.3333333,110.1111111,2.211083194,2.024540795,3.366501646,0.566557724,9
y,eva10a,19/07/2013,134.6929538,-17.98821865,0,91,0,0,0.3,4,4.7,0,0,0,0,0,0,0,0,300,300,13469295_01798821_20130719_000000,13469295_01798821_20130719_000000,l8olre_p103r072_20130719_dbgm3.img,0,1325.888889,1599.111111,1918.666667,2622.777778,3655.777778,3012.444444,41.1162159,55.21965118,67.8560568,88.17883064,126.3907326,122.2321208,146.7777778,104.4444444,147.6666667,106.7777778,2.819683898,0.684934889,2.666666667,106.7777778,9
y,sdh11a,21/07/2016,133.57986,-16.58452,14.232,6,0,0,0,63,31,0,0,0,0,25.7,12.7,0.7,11,300,300,13357986_01658452_20160721_000000,13357986_01658452_20160721_000000,l7tmre_p104r071_20160726_dbgm3.img,5,559.8888889,795.8888889,1061.222222,1984.444444,2995.222222,1762.111111,16.13446583,27.77066576,10.98259004,31.16661715,69.62243856,46.44816572,100.2222222,123.8888889,175.6666667,111.8888889,0.628539361,1.5234788,1.414213562,111.8888889,9
y,ows11,21/06/2013,133.2283935,-24.03968551,5.241,30.1,0,0.3,7.3,36,26.3,0,3.7,0,0,2.7,1.7,0.7,0.3,300,289,13322839_02403968_20130621_000000,13322839_02403968_20130621_000000,l8olre_p103r076_20130617_dbgm3.img,4,591.8888889,879.7777778,1296,1945.888889,2893,2429.777778,26.18075818,41.77659573,51.29002502,87.46992428,144.6328686,112.8576072,140.1111111,107.7777778,150.8888889,110.3333333,3.478327965,0.785674201,3.695175366,110.3333333,9
y,avd23a,11/05/2017,137.29146,-20.35067,0,19,0,0,0.7,51,29.3,0,0,0,0,0,0,0,0,300,300,13729146_02035067_20170511_000000,13729146_02035067_20170511_000000,l8olre_p101r074_20170513_dbgm3.img,2,925.5555556,1365,1940.555556,2779.111111,3446.333333,2565.444444,14.46920954,21.86829262,30.27324125,46.24919085,73.21809127,61.53248665,135.7777778,107.5555556,155.4444444,107.3333333,1.314684396,0.496903995,1.49897084,107.3333333,9
y,hfd21a,7/05/2015,133.33223,-16.82295,0.998,18,0,0,26.7,35.7,19.7,0,0.3,0,0,0.7,0.7,0,0,300,300,13333223_01682294_20150507_000000,13333223_01682294_20150507_000000,l8olre_p103r072_20150506_dbgm3.img,1,710.2222222,990.3333333,1304.222222,2600,3055.555556,1961.888889,24.60251919,37.60319135,42.16838673,78.35531606,120.1629552,82.5973425,111.2222222,126.7777778,160.5555556,109.8888889,0.785674201,0.916245695,1.49897084,109.8888889,9
y,crw 11,16/05/2013,136.2183149,-17.9751257,0,25.7,0,2,27,10.3,35,0,0,0,0,0,0,0,0,300,300,13621831_01797512_20130516_000000,13621831_01797512_20130516_000000,l8olre_p102r072_20130525_dbgm3.img,9,823.2222222,1180.111111,1544.666667,2351.111111,3083.111111,2475.444444,21.23821387,33.14763087,39.68486977,47.77596896,50.33983279,51.12536033,140.1111111,111.5555556,146.7777778,108.7777778,1.968893905,0.684934889,1.749779528,108.7777778,9
y,dxe03a,26/08/2014,132.0084224,-15.22293138,29.775,17.1,0,0,0,14,68.9,0,0.3,0,0,39.7,27,0.3,8.7,300,299,13200842_01522293_20140826_000000,13200842_01522293_20140826_000000,l7tmre_p105r070_20140829_dbgm2.img,3,545.8888889,823.1111111,1264.555556,2631.111111,2843.888889,1813.666667,18.83521787,13.85195088,43.68094197,39.26390608,78.62773676,93.93969697,114.4444444,127.8888889,156.1111111,110.7777778,2.543449587,1.448711646,2.469567863,110.7777778,9
y,atl24a,17/07/2013,134.8027986,-17.64210441,0,20.7,0,0.3,1.3,22,55.7,0,0,0,0,0,0,0,0,300,300,13480279_01764210_20130717_000000,13480279_01764210_20130717_000000,l8olre_p103r072_20130719_dbgm3.img,2,920.2222222,1185.444444,1590.111111,2318.333333,3259.111111,2325.444444,25.66353997,39.76349837,62.60536797,86.23739844,128.44406,89.00201135,121.2222222,106.7777778,170.7777778,108.6666667,1.314684396,0.41573971,1.39664501,108.6666667,9
y,mcv07a,6/06/2013,133.4403301,-25.91977058,9.695,51.4,0,0,2,27.6,19,0,2,0,0,25,7.3,3,9.3,300,294,13344033_02591977_20130606_000000,13344033_02591977_20130606_000000,l8olre_p102r078_20130525_dbgm3.img,12,356,598.7777778,1207.222222,1666.888889,2483.444444,2031.666667,28.21347196,41.99941211,105.2993382,84.18688793,140.19202,105.2816329,154.5555556,108.2222222,135.6666667,112.4444444,2.586765939,2.439388711,3.018461713,112.4444444,9
y,how02,7/10/2010,131.1491922,-12.48779771,48.338,4.2,0,0,18.1,17.8,59.8,0,13.7,0,0,57.7,39.3,0,2.7,300,259,13114919_01248779_20101007_000000,13114919_01248779_20101007_000000,l7tmre_p106r069_20100926_dbgm2.img,11,308.6666667,495,561.5555556,2238.666667,1846.555556,905.8888889,23.04102621,19.85503015,23.69299527,71.72478264,76.92003223,53.50274021,100.6666667,157,141.3333333,117.6666667,1.247219129,3.366501646,2.867441756,117.6666667,9
y,barkly 06,27/10/2011,135.2574462,-17.98702546,0,82.3,0,0.7,3,3.3,10.7,0,0,0,0,0,0,0,0,300,300,13525744_01798702_20111027_000000,13525744_01798702_20111027_000000,l7tmre_p102r072_20111019_dbgm3.img,8,724.6666667,939.4444444,1256,1923.555556,2327.888889,1448.333333,23.3428552,25.61731667,28.59292842,23.85656728,75.28677683,78.91204668,110.4444444,109.2222222,179.2222222,112,4.621474298,1.030402055,5.328701693,112,9
y,lrl05a,27/08/2016,135.60713,-15.72165,30.612,0.7,0,0.3,1.3,66.3,31.3,0,0,0,0,33.3,30,0,2,300,300,13560713_01572165_20160827_000000,13560713_01572165_20160827_000000,l7tmre_p102r071_20160829_dbgm3.img,2,491.7777778,716.4444444,991.8888889,1911.666667,3159.666667,2178.333333,35.01675084,46.0364858,69.67295736,80.21221852,184.5541173,227.8240061,107.8888889,124.5555556,166.1111111,111.7777778,3.634539385,2.910177967,1.5234788,111.7777778,9
y,ggd19a,13/05/2017,137.18299,-21.16037,0,20.3,0,1,0.7,53.3,24.7,0,0,0,0,0,0,0,0,300,300,13718299_02116037_20170513_000000,13718299_02116037_20170513_000000,l8olre_p101r074_20170513_dbgm3.img,0,965.3333333,1430.444444,2030.888889,2684.777778,3301.888889,2417.777778,13.58921141,25.79453478,42.51390477,54.60113507,74.9169087,70.86729034,133.2222222,101.8888889,163.2222222,107.3333333,2.572408201,0.314269681,2.819683898,107.3333333,9
y,mlp11a,10/08/2013,135.6499081,-17.31217953,0.333,0,0,2.3,13.7,51.5,32.4,0,0.3,0,0,0,0,0,0,300,299,13564990_01731217_20130810_000000,13564990_01731217_20130810_000000,l8olre_p102r072_20130813_dbgm3.img,3,652,877.4444444,1241.666667,2064.555556,3156.222222,2072.666667,19.74841766,36.39936236,43.8634244,61.4348998,97.67949606,79.79835699,108.4444444,113,177.3333333,110.5555556,1.165343165,0.816496581,1.763834207,110.5555556,9
y,eva06a,20/07/2013,134.5834789,-18.3283605,0,49.3,0,4.3,0,22.7,23.7,0,0,0,0,0,0,0,0,300,300,13458347_01832836_20130720_000000,13458347_01832836_20130720_000000,l8olre_p102r073_20130712_dbgm3.img,8,971.4444444,1196.666667,1489.111111,2203.666667,3404.555556,2522.222222,23.27665073,31.09483701,42.90414237,63.06962643,105.3598185,98.12098856,120,107.1111111,171.5555556,108.6666667,2.357022604,0.566557724,2.266230895,108.6666667,9
y,dnr10a,15/08/2018,135.38385,-22.56021,1.01,35.3,0,4,0.3,22.7,23,14.7,0,0,0,2.3,1,0.3,1,300,300,13538385_02256021_20180815_000000,13538385_02256021_20180815_000000,l7tmre_p101r076_20180812_dbgm3.img,3,606.3333333,1117,1931.555556,2683.333333,4041.888889,3453.222222,52.04698732,97.11505204,206.6220979,206.9648387,176.2160571,170.0880672,151.2222222,106.3333333,140.8888889,107.2222222,6.762277358,1.56347192,6.98322505,0.628539361,9
y,newh2,27/07/2012,131.1193766,-22.93408014,0,21.3,22,1.3,8.7,30.3,16.3,0,0,0,0,0.7,0,0.7,0,300,300,13111938_02293410_20120727_000000,13111938_02293410_20120727_000000,l7tmre_p104r076_20120731_dbgm2.img,4,595.6666667,1081.888889,1827.888889,2578.222222,3096.222222,2720.555556,29.08989897,30.87049812,25.31773399,76.01867867,83.38368849,121.8369686,159.6666667,112,126.6666667,108.1111111,2,2.211083194,2.666666667,108.1111111,9
y,ows15a,10/04/2018,133.74778,-24.05184,0,40,0,2.3,15.3,11.3,28.7,2.3,0,0,0,0,0,0,0,300,300,13374778_02405183_20180410_000000,13374778_02405183_20180410_000000,l8olre_p102r077_20180405_dbgm3.img,5,561.8888889,965.4444444,1849.888889,2576.777778,3515.666667,3306.555556,11.41582181,29.41696831,59.20856628,66.61627725,69.42621983,51.42656277,110.2222222,124.4444444,108,,0.41573971,1.892154041,0,,9
